cell,cell_type
Cell1,group4
Cell2,group2
Cell3,group4
Cell4,group4
Cell5,group4
Cell6,group1
Cell7,group4
Cell8,group4
Cell9,group4
Cell10,group4
Cell11,group4
Cell12,group4
Cell13,group4
Cell14,group4
Cell15,group4
Cell16,group1
Cell17,group2
Cell18,group2
Cell19,group4
Cell20,group2
Cell21,group2
Cell22,group4
Cell23,group4
Cell24,group2
Cell25,group2
Cell26,group4
Cell27,group2
Cell28,group4
Cell29,group4
Cell30,group2
Cell31,group4
Cell32,group2
Cell33,group4
Cell34,group2
Cell35,group1
Cell36,group2
Cell37,group4
Cell38,group4
Cell39,group4
Cell40,group1
Cell41,group4
Cell42,group4
Cell43,group4
Cell44,group2
Cell45,group2
Cell46,group2
Cell47,group4
Cell48,group4
Cell49,group4
Cell50,group4
Cell51,group4
Cell52,group1
Cell53,group4
Cell54,group4
Cell55,group4
Cell56,group1
Cell57,group4
Cell58,group4
Cell59,group2
Cell60,group2
Cell61,group4
Cell62,group2
Cell63,group4
Cell64,group2
Cell65,group4
Cell66,group4
Cell67,group1
Cell68,group1
Cell69,group4
Cell70,group4
Cell71,group2
Cell72,group2
Cell73,group2
Cell74,group1
Cell75,group4
Cell76,group4
Cell77,group4
Cell78,group1
Cell79,group2
Cell80,group4
Cell81,group4
Cell82,group2
Cell83,group4
Cell84,group2
Cell85,group4
Cell86,group4
Cell87,group4
Cell88,group1
Cell89,group4
Cell90,group1
Cell91,group4
Cell92,group4
Cell93,group1
Cell94,group2
Cell95,group4
Cell96,group4
Cell97,group4
Cell98,group2
Cell99,group4
Cell100,group4
Cell101,group4
Cell102,group4
Cell103,group2
Cell104,group4
Cell105,group1
Cell106,group2
Cell107,group1
Cell108,group2
Cell109,group4
Cell110,group2
Cell111,group4
Cell112,group2
Cell113,group4
Cell114,group4
Cell115,group1
Cell116,group4
Cell117,group1
Cell118,group1
Cell119,group4
Cell120,group4
Cell121,group1
Cell122,group4
Cell123,group4
Cell124,group4
Cell125,group4
Cell126,group4
Cell127,group1
Cell128,group2
Cell129,group4
Cell130,group4
Cell131,group2
Cell132,group1
Cell133,group2
Cell134,group4
Cell135,group2
Cell136,group2
Cell137,group1
Cell138,group4
Cell139,group2
Cell140,group4
Cell141,group4
Cell142,group4
Cell143,group2
Cell144,group2
Cell145,group4
Cell146,group1
Cell147,group4
Cell148,group4
Cell149,group4
Cell150,group1
Cell151,group2
Cell152,group4
Cell153,group2
Cell154,group2
Cell155,group4
Cell156,group1
Cell157,group4
Cell158,group4
Cell159,group4
Cell160,group4
Cell161,group4
Cell162,group2
Cell163,group4
Cell164,group4
Cell165,group2
Cell166,group4
Cell167,group2
Cell168,group4
Cell169,group4
Cell170,group4
Cell171,group1
Cell172,group4
Cell173,group2
Cell174,group4
Cell175,group1
Cell176,group4
Cell177,group4
Cell178,group2
Cell179,group4
Cell180,group2
Cell181,group4
Cell182,group4
Cell183,group2
Cell184,group1
Cell185,group2
Cell186,group2
Cell187,group4
Cell188,group1
Cell189,group4
Cell190,group4
Cell191,group4
Cell192,group4
Cell193,group1
Cell194,group1
Cell195,group2
Cell196,group4
Cell197,group1
Cell198,group4
Cell199,group1
Cell200,group1
Cell201,group4
Cell202,group4
Cell203,group1
Cell204,group1
Cell205,group4
Cell206,group1
Cell207,group4
Cell208,group4
Cell209,group4
Cell210,group2
Cell211,group2
Cell212,group4
Cell213,group4
Cell214,group1
Cell215,group4
Cell216,group2
Cell217,group4
Cell218,group1
Cell219,group4
Cell220,group2
Cell221,group1
Cell222,group4
Cell223,group4
Cell224,group4
Cell225,group4
Cell226,group2
Cell227,group4
Cell228,group2
Cell229,group2
Cell230,group4
Cell231,group2
Cell232,group1
Cell233,group2
Cell234,group4
Cell235,group2
Cell236,group4
Cell237,group2
Cell238,group4
Cell239,group4
Cell240,group1
Cell241,group1
Cell242,group1
Cell243,group4
Cell244,group4
Cell245,group4
Cell246,group4
Cell247,group4
Cell248,group4
Cell249,group4
Cell250,group1
Cell251,group4
Cell252,group4
Cell253,group4
Cell254,group4
Cell255,group4
Cell256,group4
Cell257,group4
Cell258,group4
Cell259,group2
Cell260,group1
Cell261,group2
Cell262,group1
Cell263,group4
Cell264,group4
Cell265,group4
Cell266,group4
Cell267,group1
Cell268,group4
Cell269,group4
Cell270,group1
Cell271,group2
Cell272,group4
Cell273,group4
Cell274,group4
Cell275,group1
Cell276,group4
Cell277,group2
Cell278,group4
Cell279,group4
Cell280,group4
Cell281,group4
Cell282,group4
Cell283,group4
Cell284,group1
Cell285,group4
Cell286,group4
Cell287,group4
Cell288,group4
Cell289,group4
Cell290,group4
Cell291,group2
Cell292,group2
Cell293,group4
Cell294,group1
Cell295,group1
Cell296,group4
Cell297,group2
Cell298,group4
Cell299,group4
Cell300,group4
Cell301,group4
Cell302,group2
Cell303,group2
Cell304,group2
Cell305,group4
Cell306,group1
Cell307,group4
Cell308,group2
Cell309,group2
Cell310,group1
Cell311,group4
Cell312,group1
Cell313,group2
Cell314,group4
Cell315,group4
Cell316,group1
Cell317,group4
Cell318,group2
Cell319,group4
Cell320,group4
Cell321,group4
Cell322,group4
Cell323,group4
Cell324,group4
Cell325,group4
Cell326,group2
Cell327,group4
Cell328,group1
Cell329,group4
Cell330,group1
Cell331,group2
Cell332,group4
Cell333,group2
Cell334,group2
Cell335,group4
Cell336,group4
Cell337,group4
Cell338,group4
Cell339,group2
Cell340,group4
Cell341,group1
Cell342,group4
Cell343,group1
Cell344,group1
Cell345,group2
Cell346,group4
Cell347,group4
Cell348,group4
Cell349,group1
Cell350,group4
Cell351,group2
Cell352,group2
Cell353,group4
Cell354,group4
Cell355,group1
Cell356,group4
Cell357,group1
Cell358,group4
Cell359,group1
Cell360,group1
Cell361,group4
Cell362,group2
Cell363,group1
Cell364,group4
Cell365,group1
Cell366,group4
Cell367,group1
Cell368,group1
Cell369,group2
Cell370,group4
Cell371,group2
Cell372,group4
Cell373,group2
Cell374,group4
Cell375,group4
Cell376,group4
Cell377,group1
Cell378,group4
Cell379,group1
Cell380,group2
Cell381,group4
Cell382,group1
Cell383,group1
Cell384,group4
Cell385,group2
Cell386,group4
Cell387,group4
Cell388,group2
Cell389,group4
Cell390,group4
Cell391,group4
Cell392,group1
Cell393,group2
Cell394,group2
Cell395,group4
Cell396,group4
Cell397,group4
Cell398,group1
Cell399,group2
Cell400,group4
Cell401,group4
Cell402,group2
Cell403,group2
Cell404,group4
Cell405,group1
Cell406,group4
Cell407,group4
Cell408,group2
Cell409,group2
Cell410,group4
Cell411,group4
Cell412,group1
Cell413,group4
Cell414,group4
Cell415,group4
Cell416,group2
Cell417,group4
Cell418,group4
Cell419,group4
Cell420,group4
Cell421,group2
Cell422,group2
Cell423,group4
Cell424,group2
Cell425,group2
Cell426,group2
Cell427,group1
Cell428,group1
Cell429,group4
Cell430,group1
Cell431,group4
Cell432,group4
Cell433,group2
Cell434,group4
Cell435,group4
Cell436,group4
Cell437,group1
Cell438,group4
Cell439,group2
Cell440,group4
Cell441,group4
Cell442,group4
Cell443,group4
Cell444,group4
Cell445,group4
Cell446,group4
Cell447,group4
Cell448,group1
Cell449,group2
Cell450,group2
Cell451,group4
Cell452,group2
Cell453,group2
Cell454,group1
Cell455,group2
Cell456,group4
Cell457,group4
Cell458,group1
Cell459,group1
Cell460,group1
Cell461,group4
Cell462,group1
Cell463,group2
Cell464,group1
Cell465,group4
Cell466,group2
Cell467,group1
Cell468,group4
Cell469,group4
Cell470,group4
Cell471,group4
Cell472,group4
Cell473,group4
Cell474,group2
Cell475,group4
Cell476,group1
Cell477,group4
Cell478,group1
Cell479,group4
Cell480,group1
Cell481,group4
Cell482,group4
Cell483,group1
Cell484,group1
Cell485,group1
Cell486,group1
Cell487,group4
Cell488,group2
Cell489,group4
Cell490,group2
Cell491,group2
Cell492,group4
Cell493,group1
Cell494,group1
Cell495,group2
Cell496,group1
Cell497,group4
Cell498,group4
Cell499,group4
Cell500,group4
Cell501,group2
Cell502,group4
Cell503,group1
Cell504,group1
Cell505,group2
Cell506,group4
Cell507,group1
Cell508,group2
Cell509,group4
Cell510,group1
Cell511,group2
Cell512,group4
Cell513,group4
Cell514,group1
Cell515,group2
Cell516,group1
Cell517,group4
Cell518,group4
Cell519,group1
Cell520,group1
Cell521,group4
Cell522,group4
Cell523,group4
Cell524,group4
Cell525,group2
Cell526,group4
Cell527,group1
Cell528,group4
Cell529,group4
Cell530,group4
Cell531,group4
Cell532,group4
Cell533,group4
Cell534,group2
Cell535,group2
Cell536,group4
Cell537,group1
Cell538,group2
Cell539,group2
Cell540,group4
Cell541,group1
Cell542,group4
Cell543,group1
Cell544,group4
Cell545,group1
Cell546,group4
Cell547,group2
Cell548,group4
Cell549,group4
Cell550,group4
Cell551,group2
Cell552,group2
Cell553,group4
Cell554,group4
Cell555,group1
Cell556,group4
Cell557,group4
Cell558,group4
Cell559,group1
Cell560,group4
Cell561,group2
Cell562,group1
Cell563,group2
Cell564,group2
Cell565,group4
Cell566,group4
Cell567,group1
Cell568,group4
Cell569,group4
Cell570,group2
Cell571,group2
Cell572,group4
Cell573,group1
Cell574,group4
Cell575,group2
Cell576,group2
Cell577,group2
Cell578,group2
Cell579,group1
Cell580,group4
Cell581,group4
Cell582,group4
Cell583,group4
Cell584,group2
Cell585,group4
Cell586,group2
Cell587,group2
Cell588,group4
Cell589,group2
Cell590,group2
Cell591,group1
Cell592,group2
Cell593,group4
Cell594,group4
Cell595,group4
Cell596,group2
Cell597,group1
Cell598,group4
Cell599,group4
Cell600,group4
Cell601,group1
Cell602,group4
Cell603,group1
Cell604,group2
Cell605,group1
Cell606,group1
Cell607,group1
Cell608,group2
Cell609,group4
Cell610,group1
Cell611,group2
Cell612,group4
Cell613,group2
Cell614,group2
Cell615,group1
Cell616,group2
Cell617,group4
Cell618,group1
Cell619,group2
Cell620,group4
Cell621,group2
Cell622,group4
Cell623,group4
Cell624,group2
Cell625,group1
Cell626,group4
Cell627,group2
Cell628,group2
Cell629,group1
Cell630,group4
Cell631,group2
Cell632,group4
Cell633,group1
Cell634,group4
Cell635,group1
Cell636,group4
Cell637,group4
Cell638,group1
Cell639,group4
Cell640,group1
Cell641,group4
Cell642,group1
Cell643,group2
Cell644,group2
Cell645,group4
Cell646,group2
Cell647,group2
Cell648,group4
Cell649,group1
Cell650,group4
Cell651,group4
Cell652,group2
Cell653,group1
Cell654,group1
Cell655,group2
Cell656,group1
Cell657,group2
Cell658,group1
Cell659,group2
Cell660,group4
Cell661,group4
Cell662,group1
Cell663,group4
Cell664,group4
Cell665,group1
Cell666,group2
Cell667,group1
Cell668,group4
Cell669,group1
Cell670,group4
Cell671,group4
Cell672,group2
Cell673,group1
Cell674,group4
Cell675,group4
Cell676,group4
Cell677,group4
Cell678,group4
Cell679,group4
Cell680,group4
Cell681,group1
Cell682,group2
Cell683,group4
Cell684,group4
Cell685,group2
Cell686,group2
Cell687,group4
Cell688,group4
Cell689,group4
Cell690,group4
Cell691,group2
Cell692,group2
Cell693,group4
Cell694,group2
Cell695,group2
Cell696,group1
Cell697,group4
Cell698,group4
Cell699,group1
Cell700,group4
Cell701,group2
Cell702,group1
Cell703,group4
Cell704,group2
Cell705,group4
Cell706,group4
Cell707,group1
Cell708,group2
Cell709,group4
Cell710,group1
Cell711,group1
Cell712,group2
Cell713,group4
Cell714,group2
Cell715,group4
Cell716,group4
Cell717,group4
Cell718,group4
Cell719,group4
Cell720,group4
Cell721,group4
Cell722,group4
Cell723,group4
Cell724,group1
Cell725,group2
Cell726,group4
Cell727,group4
Cell728,group4
Cell729,group2
Cell730,group1
Cell731,group4
Cell732,group4
Cell733,group1
Cell734,group4
Cell735,group1
Cell736,group1
Cell737,group1
Cell738,group1
Cell739,group4
Cell740,group4
Cell741,group2
Cell742,group1
Cell743,group4
Cell744,group2
Cell745,group4
Cell746,group4
Cell747,group1
Cell748,group2
Cell749,group4
Cell750,group4
Cell751,group2
Cell752,group4
Cell753,group1
Cell754,group2
Cell755,group1
Cell756,group1
Cell757,group4
Cell758,group2
Cell759,group2
Cell760,group1
Cell761,group2
Cell762,group1
Cell763,group2
Cell764,group4
Cell765,group1
Cell766,group4
Cell767,group4
Cell768,group1
Cell769,group4
Cell770,group4
Cell771,group4
Cell772,group2
Cell773,group4
Cell774,group4
Cell775,group1
Cell776,group4
Cell777,group4
Cell778,group4
Cell779,group4
Cell780,group2
Cell781,group4
Cell782,group2
Cell783,group4
Cell784,group4
Cell785,group2
Cell786,group1
Cell787,group2
Cell788,group2
Cell789,group4
Cell790,group1
Cell791,group4
Cell792,group1
Cell793,group4
Cell794,group4
Cell795,group4
Cell796,group4
Cell797,group2
Cell798,group4
Cell799,group4
Cell800,group1
Cell801,group2
Cell802,group1
Cell803,group4
Cell804,group2
Cell805,group4
Cell806,group4
Cell807,group2
Cell808,group4
Cell809,group1
Cell810,group4
Cell811,group4
Cell812,group1
Cell813,group4
Cell814,group4
Cell815,group2
Cell816,group2
Cell817,group4
Cell818,group4
Cell819,group2
Cell820,group4
Cell821,group2
Cell822,group4
Cell823,group1
Cell824,group1
Cell825,group4
Cell826,group2
Cell827,group1
Cell828,group2
Cell829,group1
Cell830,group4
Cell831,group1
Cell832,group4
Cell833,group1
Cell834,group1
Cell835,group1
Cell836,group4
Cell837,group4
Cell838,group4
Cell839,group1
Cell840,group4
Cell841,group2
Cell842,group2
Cell843,group1
Cell844,group4
Cell845,group4
Cell846,group4
Cell847,group4
Cell848,group4
Cell849,group4
Cell850,group4
Cell851,group4
Cell852,group2
Cell853,group4
Cell854,group4
Cell855,group1
Cell856,group4
Cell857,group1
Cell858,group1
Cell859,group1
Cell860,group4
Cell861,group4
Cell862,group1
Cell863,group2
Cell864,group4
Cell865,group4
Cell866,group4
Cell867,group4
Cell868,group4
Cell869,group4
Cell870,group1
Cell871,group1
Cell872,group1
Cell873,group4
Cell874,group1
Cell875,group4
Cell876,group4
Cell877,group4
Cell878,group1
Cell879,group4
Cell880,group1
Cell881,group1
Cell882,group2
Cell883,group1
Cell884,group4
Cell885,group2
Cell886,group1
Cell887,group2
Cell888,group4
Cell889,group2
Cell890,group4
Cell891,group1
Cell892,group4
Cell893,group1
Cell894,group1
Cell895,group4
Cell896,group4
Cell897,group2
Cell898,group2
Cell899,group4
Cell900,group4
Cell901,group4
Cell902,group4
