cell,cell_type
Cell1,group3
Cell2,group3
Cell3,group2
Cell4,group5
Cell5,group5
Cell6,group3
Cell7,group3
Cell8,group2
Cell9,group2
Cell10,group3
Cell11,group5
Cell12,group4
Cell13,group2
Cell14,group2
Cell15,group3
Cell16,group3
Cell17,group3
Cell18,group3
Cell19,group5
Cell20,group4
Cell21,group4
Cell22,group5
Cell23,group2
Cell24,group3
Cell25,group3
Cell26,group3
Cell27,group3
Cell28,group5
Cell29,group5
Cell30,group3
Cell31,group3
Cell32,group3
Cell33,group4
Cell34,group3
Cell35,group3
Cell36,group3
Cell37,group2
Cell38,group5
Cell39,group2
Cell40,group3
Cell41,group4
Cell42,group4
Cell43,group3
Cell44,group3
Cell45,group3
Cell46,group3
Cell47,group4
Cell48,group4
Cell49,group3
Cell50,group4
Cell51,group4
Cell52,group3
Cell53,group4
Cell54,group2
Cell55,group5
Cell56,group3
Cell57,group4
Cell58,group3
Cell59,group3
Cell60,group3
Cell61,group4
Cell62,group3
Cell63,group3
Cell64,group3
Cell65,group2
Cell66,group3
Cell67,group3
Cell68,group3
Cell69,group2
Cell70,group4
Cell71,group3
Cell72,group3
Cell73,group3
Cell74,group3
Cell75,group5
Cell76,group3
Cell77,group5
Cell78,group2
Cell79,group3
Cell80,group2
Cell81,group5
Cell82,group3
Cell83,group5
Cell84,group3
Cell85,group4
Cell86,group4
Cell87,group3
Cell88,group3
Cell89,group4
Cell90,group3
Cell91,group3
Cell92,group2
Cell93,group3
Cell94,group3
Cell95,group4
Cell96,group5
Cell97,group5
Cell98,group3
Cell99,group4
Cell100,group4
Cell101,group2
Cell102,group5
Cell103,group3
Cell104,group3
Cell105,group2
Cell106,group3
Cell107,group3
Cell108,group3
Cell109,group4
Cell110,group3
Cell111,group5
Cell112,group3
Cell113,group3
Cell114,group5
Cell115,group3
Cell116,group3
Cell117,group3
Cell118,group3
Cell119,group2
Cell120,group5
Cell121,group3
Cell122,group5
Cell123,group5
Cell124,group2
Cell125,group3
Cell126,group2
Cell127,group3
Cell128,group3
Cell129,group2
Cell130,group4
Cell131,group3
Cell132,group3
Cell133,group3
Cell134,group5
Cell135,group3
Cell136,group3
Cell137,group3
Cell138,group4
Cell139,group3
Cell140,group2
Cell141,group5
Cell142,group2
Cell143,group3
Cell144,group3
Cell145,group4
Cell146,group3
Cell147,group4
Cell148,group2
Cell149,group4
Cell150,group3
Cell151,group3
Cell152,group5
Cell153,group3
Cell154,group3
Cell155,group5
Cell156,group3
Cell157,group4
Cell158,group4
Cell159,group4
Cell160,group5
Cell161,group3
Cell162,group3
Cell163,group5
Cell164,group3
Cell165,group4
Cell166,group3
Cell167,group3
Cell168,group3
Cell169,group5
Cell170,group4
Cell171,group3
Cell172,group3
Cell173,group3
Cell174,group3
Cell175,group2
Cell176,group4
Cell177,group5
Cell178,group3
Cell179,group5
Cell180,group3
Cell181,group4
Cell182,group4
Cell183,group3
Cell184,group5
Cell185,group3
Cell186,group3
Cell187,group2
Cell188,group3
Cell189,group4
Cell190,group2
Cell191,group5
Cell192,group4
Cell193,group2
Cell194,group3
Cell195,group3
Cell196,group4
Cell197,group3
Cell198,group4
Cell199,group3
Cell200,group3
Cell201,group5
Cell202,group4
Cell203,group3
Cell204,group3
Cell205,group2
Cell206,group3
Cell207,group5
Cell208,group4
Cell209,group3
Cell210,group3
Cell211,group3
Cell212,group3
Cell213,group3
Cell214,group3
Cell215,group3
Cell216,group3
Cell217,group5
Cell218,group2
Cell219,group3
Cell220,group3
Cell221,group3
Cell222,group5
Cell223,group2
Cell224,group4
Cell225,group5
Cell226,group3
Cell227,group3
Cell228,group3
Cell229,group3
Cell230,group5
Cell231,group3
Cell232,group3
Cell233,group3
Cell234,group5
Cell235,group3
Cell236,group3
Cell237,group3
Cell238,group5
Cell239,group5
Cell240,group3
Cell241,group3
Cell242,group3
Cell243,group5
Cell244,group4
Cell245,group3
Cell246,group5
Cell247,group3
Cell248,group4
Cell249,group5
Cell250,group2
Cell251,group3
Cell252,group2
Cell253,group4
Cell254,group2
Cell255,group3
Cell256,group4
Cell257,group4
Cell258,group4
Cell259,group3
Cell260,group3
Cell261,group3
Cell262,group2
Cell263,group4
Cell264,group5
Cell265,group5
Cell266,group4
Cell267,group3
Cell268,group2
Cell269,group2
Cell270,group3
Cell271,group3
Cell272,group4
Cell273,group3
Cell274,group2
Cell275,group3
Cell276,group5
Cell277,group3
Cell278,group4
Cell279,group5
Cell280,group5
Cell281,group2
Cell282,group2
Cell283,group4
Cell284,group2
Cell285,group5
Cell286,group4
Cell287,group5
Cell288,group3
Cell289,group5
Cell290,group4
Cell291,group3
Cell292,group3
Cell293,group2
Cell294,group2
